sku,post_title,total_sales,average_rating,product_id,price,stock_quantity,stock_status,z_score,categorie
14856,Albert Boxler Crémant d'Alsace Brut 2014,3.0,0.0,5614.0,19.2,39.0,instock,-0.47798944076138117,ordinaire
16462,Rimauresq Côtes de Provence Rouge Cru Classé 2017,7.0,0.0,4085.0,19.0,37.0,instock,-0.4851809626962821,ordinaire
16537,Domaine Bulliat Morgon Amphore Cou de Jus 2019,2.0,0.0,4267.0,19.0,21.0,instock,-0.4851809626962821,ordinaire
16246,Domaine de La Tour Du Bon Bandol Blanc 2019,0.0,0.0,4297.0,19.0,26.0,instock,-0.4851809626962821,ordinaire
15875,Gilbert Picq Chablis En Vaudécorse 2017,11.0,0.0,4614.0,19.0,50.0,instock,-0.4851809626962821,ordinaire
16056,Domaine Pellé Sancerre Blanc La Croix Au Garde 2018,7.0,0.0,4674.0,19.0,41.0,instock,-0.4851809626962821,ordinaire
15677,Argentine Alamos Catena Malbec 2017,0.0,0.0,5377.0,19.0,7.0,instock,-0.4851809626962821,ordinaire
15774,Saumaize-Michelin Viré-Clessé 2018,1.0,0.0,5891.0,19.0,4.0,instock,-0.4851809626962821,ordinaire
15434,La Préceptorie Côtes du Roussillon Blanc Terres Nouvelles 2018,0.0,0.0,6585.0,19.0,38.0,instock,-0.4851809626962821,ordinaire
15741,Le Cèdre de Jean Faure Saint-Emilion 2016,2.0,0.0,6928.0,19.0,20.0,instock,-0.4851809626962821,ordinaire
15690,Château de Cazeneuve Languedoc Blanc 2016,0.0,0.0,4280.0,18.9,46.0,instock,-0.4887767236637326,ordinaire
15856,Domaine de Montbourgeau Côtes du Jura Poulsard 2018,0.0,0.0,5904.0,18.8,25.0,instock,-0.492372484631183,ordinaire
15730,Maurice Schoech Pinot Gris Grand Cru Schlossberg 2017,0.0,0.0,4793.0,18.7,17.0,instock,-0.4959682455986335,ordinaire
14981,Saumaize-Michelin Mâcon Vergisson Sur La Roche 2017,0.0,0.0,4885.0,18.7,6.0,instock,-0.4959682455986335,ordinaire
15657,Domaine Schoenheitz Pinot Gris Herrenreben 2017,0.0,0.0,4716.0,18.6,7.0,instock,-0.4995640065660839,ordinaire
16093,Planeta Sicilia Etna Rosso 2018,0.0,0.0,4158.0,18.5,0.0,outofstock,-0.5031597675335344,ordinaire
13313,Château Dutruch Grand Poujeaux Moulis 2016,0.0,0.0,4978.0,18.5,0.0,outofstock,-0.5031597675335344,ordinaire
14746,Domaine Schoenheitz Gewurztraminer Lisenberg 2015,12.0,0.0,4713.0,18.4,6.0,instock,-0.5067555285009849,ordinaire
16281,Marcel Richaud Cairanne Rouge 2018,0.0,0.0,4933.0,18.4,30.0,instock,-0.5067555285009849,ordinaire
14977,Pierre Gaillard Côtes-du-Rhône Blanc Les Gendrines 2018,0.0,0.0,4047.0,18.3,36.0,instock,-0.5103512894684353,ordinaire
12869,Stéphane Tissot Arbois D.D. 2016,0.0,0.0,5900.0,18.25,0.0,outofstock,-0.5121491699521605,ordinaire
